,stopword,rating,sentiment
367,aplikasi bs ceklis syarat,1.0,negative
368,aplikasi akses mohon,1.0,negative
369,aplikasi masuk mati aplikasi yg bangga pilih bandara tlg morowali nama aplikasi bangga susah,1.0,negative
370,aplikasi jelassetelah baharu nyaman amburadul,1.0,negative
371,aplikasi geser,1.0,negative
372,aplikasi tlol udh download ga bsa d apain,1.0,negative
373,aplikasi tolol ga ad tombol ngestuck menu doang,1.0,negative
374,aplikasi tolol sertifikat gk cuk,1.0,negative
375,aplikasi orang jujur aplikasi inimasih bug sperti saag login hp menegetik nomor telfon koneksi eror dll tolong ldbih nyaman,1.0,negative
376,aplikasi update login conteng syarat aplikasi tuju letak,1.0,negative
377,aplikasi wajib solusi lengkap doang,1.0,negative
378,aplikasi x bgus n manfaat bg x tuju prjln hidupagar hidp x ymn n dmai alie s peduli lindung dr covid ttp cuci tngn pake msker n jaga jark dsbthanks,5.0,positive
379,aplikasi y ko ga respon,5.0,negative
380,aplikasi y diupdate gk buka usaha wajib pakai aplikasi,1.0,negative
381,aplikasi bagus bantu masyarakat,5.0,positive
382,aplikasi bagus koreksi nik online identitas,5.0,positive
383,aplikasi biar lihat bantu nggak support hp,1.0,negative
384,aplikasi susah orang setting tanggal repot scroll gabisa,1.0,negative
385,aplikasi bikin ribet gak bantu yg bener donk kalo,1.0,negative
386,aplikasi paksa org gak mikir gimana org yg gak hp android kesana kesini scan nih aplikasi gak vaksin x bad veryy veryyy bad aplicatiin,1.0,negative
387,aplikasi bagus utk referensikantq,5.0,positive
388,aplikasi buruk,1.0,negative
389,aplikasi yg bagus,5.0,positive
390,aplikasi yg bagus,5.0,positive
391,aplikasi yg bagus,5.0,positive
392,aplikasi yg bagus,5.0,positive
393,aplikasi yg bagus brmanfaat,5.0,positive
394,aplikasi yg tuju,4.0,positive
395,aplikasi yg burukbanyak masalahsudah vaksin aplikasi status merahbelum vaksin pdahal aplikasi sertifikat vaksin udah,1.0,negative
396,aplikasi yg mudah informasi,4.0,positive
397,aplikasi yg positif,5.0,positive
398,aplikasi yg bagus,5.0,positive
399,aplikasi yg bantu,3.0,positive
400,aplikasi yg bantu,5.0,positive
401,aplikasi yg bantu,5.0,positive
402,aplikasi yg bantu akses vaksinasi covid,5.0,positive
403,aplikasi yg membantutrus tingkat layan y maksimal,5.0,positive
404,aplikasi yg repot diinstall berulangkali,1.0,negative
405,aplikasi yg sgt bantu,5.0,positive
406,aplikasi yng buruk ga masuk aja gbisa,1.0,negative
407,aplikasih normal tdk kendala,5.0,positive
408,aplikasih sampahkatanya masyarakat masuk nggak mentok bijak privasi nggak aplikasi perintah beli hp orng yg gak perintah mepersulit rakyat menyediakn aplikasi mudah sulit masyarakat daerah langsung kerja membut sertifikat,1.0,negative
409,aplikasi nya manfaat,5.0,positive
410,aplikasine gouoblok nik masuk kali kali,1.0,negative
411,aplikasinnya kerja,5.0,positive
412,aplikasi bagus,5.0,positive
413,aplikasi bagus,5.0,positive
414,aplikasi bagus tuk cek,5.0,positive
415,aplikasi bagus tingkat kwalitasnya,5.0,positive
416,aplikasi hapus trus download lg ulang kali hasil gk admin nya ya gitu aja gk ubah,1.0,negative
417,aplikasi engga menu sutuju gimana masuk daftar tolong,1.0,negative
418,aplikasi erroringin data sertifikat vaksin ngk tombol tekan,1.0,negative
419,aplikasi ga d buka udh donlot x ga d buka,2.0,negative
420,aplikasi gak gak da respon samasekaliwajib hapus apl playstore,1.0,negative
421,aplikasi gak buka,1.0,negative
422,aplikasi gak dipake henti buka untung buku vaksin nya bs bawa payah susah klu beli hp makan susah beli hp cek in cek out,1.0,negative
423,aplikasi gimna ni gak buka udah klik tuju tpi gk beres aplikasi,1.0,negative
424,aplikasi hebat,5.0,positive
425,aplikasi jelek epribadeh,1.0,negative
426,aplikasi gak buka sih pelayananya kaya bikin aplikasi kaya gak,1.0,negative
427,aplikasi bug lapor lewqt aplikasi susah email nama,1.0,negative
428,aplikasi bingung sdh vaksin dg data yg lengkap tp pas sya cek no nik tp nama nya salah nama sya gana untk nama yg salah tolong jasa,1.0,negative
429,aplikasi mudah gausa bawa surat vaksin klo pergi yg gamau vaksin sbnrny gpp gausa jelekin indonesia jg biar indonesia cpt pulih semangat semuaaa,5.0,positive
430,aplikasi nggak scroll nggak log in,1.0,negative
431,aplikasi nggk buka,1.0,negative
432,aplikasi bantu manfaat,5.0,positive
433,aplikasi bantu tau vaksin aja masukin tanggal lahir yg ribet tolong mudah makasih,5.0,positive
434,aplikasi membantuapalagi pandemi gin,5.0,positive
435,aplikasi bener bener parah bangetsaya vaksin gak boro boro nongol nama pribadidicek diwebsite cek sertufikat tiket vaksin temu aplikasi parah kode verifikasi akses lihat sertifikat gak kirim kirim payah,1.0,negative
436,aplikasi buka kali aja dibukamembosankan,1.0,negative
437,aplikasi login pilih menu warga negara indonesia masuk bijana syarat klik kotak centang opsi sdh hub via emal dm ig not responding,2.0,negative
438,aplikasi responsive buka tab ukur sesuai,1.0,negative
439,aplikasi tolong update akun pasu akun orang tua lik hp canggih,4.0,negative
440,aplikasinyah lumayan bagus bantu bruan yg download,5.0,positive
441,app gak stiap barcode tulis salah mulu bukannye bikin gampang bikin susah orang,1.0,negative
442,app nya force closed akses menu atur jalan,3.0,negative
443,app soak masak nik daftar kartu app ttp warna merah,3.0,negative
444,app buka,5.0,negative
445,applikasi sngt bagus sehat dlm cegah luas virus coronathx,5.0,positive
446,applikasi ngebug klik muncul niat applikasi,1.0,negative
447,apps gak buka,1.0,negative
448,apps bantu,5.0,positive
449,apps nya buka,1.0,negative
450,apps nyaa bikin emosi org wajib pake apps tp gk login sampahh bgttmana mpe skrng sertifikat vaksin,1.0,negative
451,assalamualaikum trimakasih sd pelanyan trimakasih ami robbal alamin,5.0,positive
452,assalamualaikum wrwb keluh salah nomor hp isi formulir,2.0,negative
453,assalamualaikum aplikasi kamera scan barcode hp tipe xiaomi redmi x,1.0,negative
454,assalamualaikum vaksin pas download aplikasi lindung sertifikat vaksin muncul muncul tolong kasih cerah nya tolong bantu jadwal vaksin tanggal november tau bantu,1.0,negative
455,astaga gimana mohon bantu,1.0,negative
456,daftar aplikasi mudah hp babe vaksin coba install putar syarat bijak privasi arah masuk nya babe yg bilang becus install aplikasi miris sih susah jelasin nya developer cenderung say maaf maaf maaf capek tuh,1.0,negative
457,install pilih warga negara ceklis tuju syarat ceklis ok tolong anak smk komputer rpl aja aplikasi kayaa gin kelen ga hampa kali,1.0,negative
458,nya lancar update g pakai hasil download ulang yg muncul layar bahasa warga negara bijak privasi tuju g efek suruh atur ganti ukur font g ubah gitu aja sampe buyuten un instal download ulang gitu ngabisin kuota trus kalo hp nya android iya musti upgrade hp makan aja susah bikin ruwet,1.0,negative
459,ribet mudah,5.0,positive
460,gak login udah centang tuju gak opsi login ganti font kecilin ukur font ribet sih,4.0,negative
461,pikir yg ribet gegara aplikasi nyata,2.0,negative
462,susah amattapi baharu alhamdulillah,5.0,positive
463,ayo tampil biar suport handphone layar inch,1.0,negative
464,isi data vaksin negeri pakai no passport daftar pakai nik anggap vaksin indonesia,2.0,negative
465,lihat jadwal vaksin,3.0,negative
466,buka sertifikat vaksinasi lupa nik mohon balas,2.0,negative
467,mengunakan aplikasi ko ribet banget sertipikat vaksin terima kali vaksin,1.0,negative
468,ngecek login aja repot ngak buka hlmn syarat mbok yao bikin apk yg mudah akses udah kerja ama dinas kait mohon maaf uninstal aja apk nunggu info,2.0,negative
469,sih kagak didonload scan qr pusing banget,2.0,negative
470,app banget pergi kemanajadi ga ribed klo pake pedulilindungi nik ga double kalo emang bikin kartu vaksin keluarga pake hp download aja,4.0,positive
471,aplikasi bagus lihat sertivikat vaksin dgn mudah pokok bantu dgn aplikasi,4.0,positive
472,teman yg stuck halaman tuju coba fontnya lg jg alami yg sblmnya,5.0,positive
473,bagus ok maju trus,5.0,positive
474,bagus isi data tgl lahir mencetnya yg usia thn an,4.0,positive
475,bagus bantu,5.0,positive
476,bagus aplikasi pedulilindungi mantap,5.0,positive
477,bagus aplikasi,5.0,positive
478,bagus aplikasi bantu ecek sertifikat vaksin ajar atur rumah pokok mah aplikasi cakep download aplikasi debes,5.0,positive
479,bagus aplikasi terang vaksin lengkap gak komen negatif yah,5.0,positive
480,bagus aplikasi bantu,5.0,positive
481,bagus aplikasi,5.0,positive
482,bagus banget aplikasi nya,5.0,positive
483,bagus banget aplikasi,5.0,positive
484,bagus banget vaksin langsung muncul sertifikat mantap,5.0,positive
485,bagus pergi biar gak bingung,5.0,positive
486,bagus biar tau,5.0,positive
487,bagus bantu,4.0,positive
488,bagus sehat,1.0,positive
489,bagus lenkp,5.0,positive
490,bagus bantu,5.0,positive
491,bagus mudah,5.0,positive
492,bagus bantu,5.0,positive
493,bagus senang,5.0,positive
494,bagus simple simpan data elektronik yg amancara masuk login crome stlah verifikasi unduh playsore masukgituuu bos,5.0,positive
495,bagus slalu jaga prokes,5.0,positive
496,bagus percaya,4.0,positive
497,bagus dg tampil menu,5.0,positive
498,bagus gampang cek nya,5.0,positive
499,bagus pakai aman informasi akurat tulis kertas,5.0,positive
500,bagus maksimal depa,5.0,positive
501,bagus sagat bantu mudah cari berita putar vaksin,5.0,positive
502,bagus bantu,4.0,positive
503,bagus bantu,5.0,positive
504,bagus bantu,5.0,positive
505,bagus bantu,5.0,positive
506,bagus bantu sms nyata sya masuk sms pakai apk alhamdulillah udah ketemutetap sukses semangattt yg bilang gak pakai apknya yg gak nyaini bantu sukses terusss,5.0,positive
507,bagus mudah,5.0,positive
508,bagus mudah,5.0,positive
509,bagus,5.0,positive
510,bagus,5.0,positive
511,bagus aplikasi,5.0,positive
512,bagus kk udah donlot sertipikat paksin,5.0,positive
513,bagus muas mantap,5.0,positive
514,bagus si bagus masuk aplikasi umur nya,5.0,positive
515,bagus sih,5.0,positive
516,bagus sih cuman kayak rada rada error yah aplikasi nya masak sertifikat daftar bikin gak nyampek bulanpas buka masak massukkan data lagipiye iki luurrrlurr,3.0,negative
517,bagus udah vaksin sertifikat gak muncul,5.0,positive
518,bagus tuk jaga sehat tuk kontrol keehatan warga indonesia,5.0,positive
519,bagus aplikasi anak bangsa emang top tangan covid negeri bebas covid,5.0,positive
520,bagus sayang aplikasi akses data orangkeluarga mohon timbang saran spt bpjs app utk nohp terimakasih,3.0,positive
521,bagus hp gua kentang merk samsung jprime aja ko sertifikat nya muncul ngecek sertifikat vaksin situs pedulilindungi ngecek gua kaka gua ama bapa gua pas gua download apk nya sertifikat gua kaka gua bapa gua muncul apk nya mudah berpegian,5.0,positive
522,bagus mudah banget pengunaannya tinggal klik klik doang mantap maju wes pedulilindungi,5.0,positive
523,bagus bantu,5.0,positive
524,bagusbisa mudah nge cek hasil vaksin,5.0,positive
525,bagus yg peta lokasiyg susah scan barcodekadang kendala lokasijd gak tau udah lokasi scan barcode belumsehingga scan radius,1.0,negative
526,baguss,5.0,positive
527,bagusss si susah tuk kasih foto fropil nya,5.0,positive
528,bagus cepat lancar aplilasinya,5.0,positive
529,manfaat,5.0,positive
530,vaksin,5.0,positive
531,,4.0,positive
532,peduli sehat,5.0,positive
533,giat,5.0,positive
534,yg vaksin,5.0,positive
535,mudah akses,4.0,positive
536,manfaat,5.0,positive
537,,1.0,negative
538,orang yg bingung gk login update aplikasi sedih lihat orang orang mohon cepat,1.0,negative
539,ulas tdk jelassampai sartifikatnya,3.0,negative
540,tdk bs buka sendirimasa hrs download lg buang  kuota sj,1.0,negative
541,aggreement tombol aggreenya gak gak pakai deh,1.0,negative
542,download aja udah ga diapain aneh,1.0,negative
543,download susah masuk ribet bgt sih aplikasi,1.0,negative
544,install gak pake,1.0,negative
545,masuk aplikasi ga dipake si tulis aplikasi dah henti daftar akun aja apain,1.0,negative
546,update aplikasi tulis aplikasi henti mohon bantu,4.0,negative
547,kali chek in gagal totalga tolong jgn aja trims,3.0,negative
548,kali download masuk daftar nya susah tdk sinkron,5.0,negative
549,bego gak setel lahir wkwkwk klaim sertifikat susah,1.0,negative
550,bela bain ngunduh apknyadi oppo af ku g bukasolusi hp buka warga negara sajaterus saran admin apk pedulilindunginich guru koktapi kalo bisaapk terima automatis androidjangan koneksinyacuma hp mahal versi gede adminmaf mksh,1.0,negative
551,bagus tdk tampil foto,3.0,negative
552,akses,3.0,negative
553,bilang bagus apk nyasertifikat aja ga langsung muncul,3.0,negative
554,buka privasi contreng tuju aplikasi diam,3.0,negative
555,download sertifikat vaksin,4.0,negative
556,login,1.0,negative
557,temu hasil sertifikat vaksin,4.0,negative
558,tp syarat wajib ya,3.0,negative
559,asa mantaat fiture nya qr code error nov gampang palsuin sertifikat edit nama nik tanggal lahirdan crop qr code yg masalahdi aplikasi scan qr code test scan qr code yg printaslisampai ga fungsi lihat asli kartu vaksin kerja,2.0,negative
560,pergi,5.0,positive
561,informasi,5.0,positive
562,traveler,5.0,positive
563,hasil instal tp ko g scan ya,1.0,negative
564,henti halaman update klik tuju alih halaman login,1.0,negative
565,bintang arti puas aplikasi bikin pusing muakklo bkn kehrsan jgnkan download lihat aja muak,5.0,negative
566,manfaat,5.0,positive
567,manfaat beraktifitas,5.0,positive
568,manfaat utama layan publik,4.0,positive
569,manfaat utk sdh vaksin swab antigent,5.0,positive
570,bgs peduli lindung masuk mall spy jaga badan aman n lingkung yg sehat anjur dri perintah tuju n dukung terimakasih peduli lindung,4.0,positive
571,bikin aplikasi cacat bgt ahloading sertifikat vaksin aja gak buka buka cuih,1.0,negative
572,bikin pusing nih aplikasi wajib tp kaga pakai yaduhh repottt bgt,1.0,negative
573,bintang aja tulis tanggal lahir klik mundur contoh desember lahir januari klik mundur sampek nemu ribet banget,1.0,negative
574,lihat ekartu vaksin,5.0,positive
575,bantu cari sertifikat vaksin covid,5.0,positive
576,blm buka,4.0,negative
577,blm masukapa keslhan data,1.0,negative
578,blm update,5.0,negative
579,blm maksimal sp sertifikat vaksin sy blm vaksin ssh,3.0,negative
580,brengsek aplikasi updated bikin gagal masuk dll,1.0,negative
581,akun susah ambil sertifikat butuh verifikasi verifikasi ampun trus apknya simpel repot terima kasih,1.0,negative
582,cek sertifikat gak ya,1.0,negative
583,hp layar ga tuji payah ga bsa scroll down,1.0,negative
584,hp yg yg inci gk mencet tombol tuju font udh dikecilin tetep gak bissa,2.0,negative
585,nambah sertifikat vaksin gk bsasedkit kcwa,1.0,negative
586,yg apk mohon bantuanya apk gk hp mengunakan hp bagus yg gk kasihan orang yg hpnya beli second murah stuck kebijakn privasi,1.0,negative
587,perintah ngak benernya ngak struktur,1.0,negative
588,bantu susah email susah aplikasi bantu susah,1.0,negative
589,buluk kaga masuk,1.0,negative
590,buruk developer butuh ajar wkwkwk gila aplikasi saaangat buruk,1.0,negative
591,buruk gak buka payah,1.0,negative
592,buruk aplikasi,1.0,negative
593,buruk aplikasi aplikasi wajib nik cocok data ktp,1.0,negative
594,buruk bikin pusing,1.0,negative
595,burukgak manfaat nya,1.0,negative
596,cacat dah vaksin sertifikat gak muncul,1.0,negative
597,captcha error gimana yg klik tulis robot,2.0,negative
598,captcha ribet,2.0,negative
599,captcha salah knp y kk,4.0,negative
600,captcha salah gambar,1.0,negative
601,captha salah fitur robot susah sertifikat vaksin,1.0,negative
602,sertipikat tida muncul gimana susah udah vaksin kali,1.0,negative
603,dapet sertipikat y gi manq gak klik y pas isi sertipikat,2.0,negative
604,masuk nya gimana sih nggk,4.0,negative
605,masuk gmn,1.0,negative
606,setting tgl lahir nya ganti susah geser yg lahir nya an geser  praktis,2.0,negative
607,cek sertifikat alami sulit,3.0,negative
608,cek sertifikat vaksin aja ga bisaa,1.0,negative
609,ceksertifikat vaksin ko susah,3.0,negative
610,cepat manfaat,3.0,positive
611,cepat tanggap menindaklanjuti salam sehat,5.0,positive
612,cerdas,5.0,positive
613,check in ga mulus bolak ngulang ribet,1.0,negative
614,coba tinjau ulang penginputan tanggal mudah,4.0,negative
615,crash pas liat sertifikat vaksin ,1.0,negative
616,bintang duluh cek sertifikat vaksin muncul,1.0,negative
617,bagus mudah erti liat sertifikat vaksin berangkt kota kuning pdhl udah vaksin dosis,4.0,positive
618,bantu mudah penggunaanya,5.0,positive
619,bantu lancar jalan,5.0,positive
620,bantu yg tdk check out nyala gps check out deh,5.0,positive
621,muas,4.0,positive
622,mudah mempergunaknnya,4.0,positive
623,cek data vacin,4.0,positive
624,lelet sdh puluh kali kirim data pribadi biar sertifikat vaksin detik muncul,5.0,negative
625,d updet tp gk bsa dpakai y,1.0,negative
626,d versi hp sya acer z gak bs loginstlah tuju xxx gak pilihand scroll jg gak font jg hasil sj mohon d dear team terima kasih sdh d perbaikid android layar kecilsdh bs d pakai,1.0,negative
627,dah kali instal apk pedulilindungi hasil tetep login ukur tulis tetep tampil nya login ikan solusi donk mksh,1.0,negative
628,dah download yaa tetep halaman dah download masuk no hp email,2.0,negative
629,dah udah gak ganggu lg,5.0,positive
630,dah vaksin karna paksa ni apk ny gaje hhh,1.0,negative
