content,sentiment
Sangat bermamfaat untuk mendapatkan informasi,positive
Ini aplikasi sangat penting........!!!! 👍👍👍,positive
Apk ini sangat bagus 👍 Terima kasih peduli lindungi Karna dengan apk ini saya dapat mengakses sertifikat vaksin saya👍👍,positive
Sangat memuaskan,positive
Mantap makasih dah bantu aq .sangat membantu jdi tau sertifikat vaksi,positive
"Saya kasih bintang 5 deh, krn bisa buat ngprin juga",positive
Apk ini sangat membatu untuk lihat Sertipikat vaksin.tinggal buka apk ini di hp pokonya apk ini sangat membantu. Makasih,positive
Semoga kovid berahir dan warga indonesia terkendali oleh vaksinasi Dan tidak ada virus di indonesia .di harapkan Warga harus vaksin supaya Indonesia bener Sehat. Wasalam. Anak bangsa,positive
Selamat sangat membantu untuk keterangan data bangsa Indonesia semoga semua sehat selalu dan sukses peduli lindungi sukses,positive
Sangat membantu sekali adanya aplikasi ini,positive
Aplikasi yang bagus tapi masih harus koreksi nik online identitasnya,positive
bermanfaat utk saya saat saya sdh vaksin atau swab antigent.,positive
Sangat membantu sekali,positive
Terima kasih admin sekarang saya sudah bisa akses ke PeduliLindungi.Terima kasih sudah dibantu ya😀😀😀😀,positive
mantap sangat membantu,positive
Sangat bermanfaat buat saya,positive
Gampang dan cepat,positive
Sangat memudahkan kita aplikasinya,positive
Bagus namun lebih di maksimalkan lagi kedepanya,positive
Pokoknya cocok deh,positive
Sangat berprestasi,positive
Sangat baik seka,positive
"Terima kasih , anda telah membatu kami dlm membuka Aplikasi e-HAC dlm Peduli Lindungi Semoga masyarakat Indonesia terbantu dng adanya Aplikasi ini bila ingin Perjalanan menggunakan Pswt/KA/Kapal laut dll.",positive
Aplikasi ini Sangat membantu sekali,positive
Lebih aman dalam perjalanan,positive
Aplikasi peduliLindungi sangat bermanfaat.,positive
Terima kasih pelayanan pembuatan sertifikat sangat mudah dan cepat 👍👍,positive
Senang bisa melihat bahws kita sudah Vaksin,positive
"Dengan aplikasi peduli lindungi , kita akan terlindungi satu sama lain dari virus covid 19.",positive
Alhamdulillah sudah terakses dengan baik. Terima kasih.,positive
Bagus dan senang,positive
Alhamdulillah sudah diperbaiki,positive
Sangat membantu...,positive
Tahap perbaikan aplikasi ini sangat user friendly dan tidak ada bug selama pemakaian sehari-hari. Good Job,positive
Aplikasi yg sgt membantu,positive
Bagus sih bagiku,positive
Alahamdulillah Vaksin sudah berjalan dengan baik,positive
Pelayanan puas baik,positive
"Terima kasih atas responnya,sekarang aplikasinya sudah bs digunakan,saya kadih bitang 5",positive
Menambah wawasan yg lebih luas,positive
Bagus tuk menjaga kesehatan tuk kontrol keehatan warga indonesia.,positive
Bagus dan slalu menjaga prokes,positive
Awal sedikit ribet tapi sekarang jadi mudah,positive
sangat bagus aku kasih bintang lima,positive
Sangat men bantu!!!!!!!!!!!!,positive
Trimakasih atas impormasinya,positive
"Mari kita dukung program pemerintah dg bervaksinasi.sayangi diri,sayangi keluarga.",positive
Aplikasi yg sangat membantu,positive
"Sangat bagus dan jelas dgn data yg lengkap, smua akan di jwb dan kita akn mengerti trimakasih PeduliLindungi",positive
Bagus sekali !!!!!!!!!!!,positive
Semoga Allah 'azza wa jalla angkat Corona,positive
"Mantaf, jadi gampang tinggal scan",positive
Simpel dan sangat muda,positive
Sukses selalu buat aplikasi PeduliLindung mudah di buka dn simple.,positive
Sangat bagus dan memudahkan 👍👍👍👍,positive
Sangat bermanfaat,positive
Oke aplikasi yg sangat cerdas..,positive
Alhamdulillah .... jadi mudah semua urusan,positive
Penggunaannya gampang dan gk ribet,positive
"Sangat mudah, praktis dan efisien",positive
mkasih saya g ragu lagi buat cari nakah buat anak istri makasi pedulilidungi,positive
Simple dan sangat mudah... 👍👍👍,positive
terima kasih apk di perbahaui,positive
Masuk ambil orderan ke mall mudah,positive
Sangat bermanfaat,positive
Sangat suka dan dapat membantu,positive
Terimakasih peduli lindungi sekarang saya mudah untuk membuat kartu vaksin,positive
Ok saya ksi bintang 5 krna mnurut saya apl ini bgus,positive
Sangat bermanfaat..,positive
Mantap aman dah masuk mall,positive
"Semua sudah mantep, bagi yang belum keluar sertifikatnya coba pake nomor hp yang di daftarin vaksin, Terimakasih",positive
Assalamualaikum trimakasih sd memberi pelanyan dengan baik Sekali lagi trimakasih sebesar besarnya amin...ya robbal alamin,positive
Oke udah bagus.sangat membantu,positive
sangat membatu sekali... saat saya kehilangan sertifikat vaksin..makasi min...,positive
Aplikasi sudah lengkap dan lebih mempermudah setiap pengguna aplikasi,positive
Sangat penting buat saya,positive
Semoga membantu aamiin,positive
ide kreatif cara mengendalikan penyebaran covid 19,positive
Sangat membantu u/ cari info,positive
Terima kasih sngat membantu,positive
sangat bermanfaat,positive
"Sangat bermanfaat, semoga bisa lebih baik lagi",positive
"Aplikasi luar biasa, bentuk kepedulian pemerintah pada kesehatan dan keselamatan masyarakat",positive
Semoga sehat semua seluruh dunia,positive
Terima kasih... akhirnya aq bisa login 👍👍👍👍👍,positive
Sangat membantu memberikan banyak informasi,positive
Aplikasi yg sangat membantu,positive
sangat terbantu terimakasih,positive
"Mari kita ikut serta faksin Dan jangan lupa pakai masker Untuk memutus mata rantai penyebaran virus covid 19 Dan semoga virus covid 19 Segerah berakhir di negeri kita,ataupun di negara negara dunia yang lain Amin....🙏",positive
Baik untuk semua ke giatan,positive
Terimakasih PeduliLindungi 👍👍,positive
Sangat membatu sekali,positive
mempermudah sekali untuk privasi vaksin,positive
Alhamdulillah sudah berfungsi sebagai mestinya.trims atas respon dan pelayanan kepada pemakai aplikasi peduli lindung.semoga semua diberi kesèlamatan dan kesehatan.semoga pandemi segera berlalu,positive
"Terima Kasih PEDULILINDUNGI, akhirnya saya bisa MengCek hasil Vaksin tahap 1 dan 2...",positive
lebih bagus dr versi lama 👍,positive
Mempermudah bepergian kemana-mana. Yang pasti pengen sehat gues....,positive
"Keren banget, jadi gampang untuk konsultasi kesehatan",positive
Bagus ...sangat membantu sekali.,positive
Mudah banget mencari informasi,positive
Postip sangat bagus jempol untuk aplikasi nya,positive
"Aplikasi yg sangat membantu,trus tingkatkan pelayanan y supaya maksimal..👍👍",positive
Aplikasi ini sangat mudah digunakan dan sangat membantu. Salam sehat.,positive
Memudahkan dlm perjalanan 👍,positive
Ok banget aplikasinya sangat membantu,positive
Yeh udh bisa dipakai buat hp yg layar nya kecil. Dicoba di unduh lewat google. Terima kasih atas responnya untuk team developer pedulindungi semoga semakin baik rating nya.,positive
Mempermudah dalam kegiatan sehari-hari.,positive
"Terimah kasih kita di vaksin semoga kita semua diberi kesehatan, rejeki yg banyak dan indonesia tambah lebih hebat.",positive
Nice aplikasi sangat membantu,positive
Saya berterimakasih banyak sama alpikasi perdulilindung sangat bermanfaat bagi kita semua...,positive
Sangat membantu ....,positive
Mantappp Sungguh Sangat Membantu Masyarakat,positive
"Aplikasinya sangat membantu,apalagi masa pandemi gini",positive
Aplikasinya bagus,positive
Awalnya susah amat..tapi setelah di perbaharui alhamdulillah bisa juga,positive
aplikasi sangat bagus,positive
Sangat membantu trimakasih,positive
Sangat sangat membantu bro.,positive
Semoga bermanfaat dan mudah dlm mengaksesnya,positive
Bagus dan membantu,positive
Sangat membantu...👌👌mff.sementara kasihh 5 bintang dulu...,positive
"Saya kasih jempol aja karna ga tau mau bilang apa, pokoknya membantu aplikasi ini👍👍",positive
Nah sekarang bagus nih udh diperbaiki jd ga crash melulu lg,positive
Bisa lihat ekartu vaksin,positive
Saya sangat berterima kasih sekali,positive
Ya moga aja indonesia bebas dari virus korona/ covit 19.,positive
sangat membantu sekali dlm diperjalan naik pesawat dn perjalanan lain.,positive
Bagus.bisa lebih mudah untuk nge cek hasil vaksin👍👍👍,positive
Mantap smuanya bisa d akses....,positive
Berguna untuk traveler seperti saya,positive
Cukup membantu dan mudah penggunaanya,positive
Bagus dan sangat membantu,positive
Sangat membantu mantap,positive
Mudah aplikasinya,positive
"Saat ini bagus bagus aja aplikasinya, Terus dikembangkan ya menjadi lebih baik dan tidak ada Bug, Terimakasih.",positive
Mantap. Terima kasih,positive
Baik untuk yg sudah vaksinnya.,positive
Sangat bermanfaat,positive
"Terima kasih buat aplikasi ini,respons cepat dan solusi nya tepat, sertifikat vaksin saya udah muncul di aplikasi peduli lindungi, jempol 2 buat admin cara membuat akun peduli lindungi anggota keluarga yg lain dalam satu hp",positive
Sangat membantu sekali,positive
Setelah d perbaiki ni aplikasiya udh bs d buka...trus data ya sma...mksh...,positive
"Sangat bagus,bermanfaat banget biar klw kmna² tinggl di scan aj wk",positive
Sangat membantu dan sangat bermanfaat,positive
Berguna sekali untuk bepergian,positive
Baguss dan baik bagiku,positive
Aplikasi bermanfaat bagi yg sudah vaksin,positive
bagus banget aplikasi nya,positive
"ALLAHUAKBAR Sangat Bermanfaat Sekali Untuk Seluruh Masyarakat Indonesia Aplikasi PeduliLindungi Ini Sangat Bekerja Sekali, Dan Pemerintah Indonesia Telah Membantu Semua Masyarakat Indonesia Dalam Menangani Penyakit CoronaVirusDisease-19 (COVID-19) Pandemi Virus Yang Melanda Seluruh Dunia. Semoga ALLAH SUBHANAHU WA TA‘ALA Selalu Melindungi, Dan Memberikan Kesehatan Wal'afiat Kepada Seluruh Tenaga Kesehatan Medis Di Negara Kesatuan Republik Indonesia Tercinta, NKRI HARGA MATI...!!! ALLAHUAKBAR",positive
"Terima kasih sudah update aplikasi nya.. Sekarang di bagian Privasi dan Kebijakan Layout nya untuk klik Setuju sudah tidak terpotong lagi, karena sekarang sudah bisa di gulir ke bawah.",positive
Maaaantaaaab betuuuul buat warga Indonesia yang berpergian bisa mendapatkan data yg akurat terkait dengan kesehatan pribadi dalam peran aktif mencegah penularan covid 19 di Indonesia khususnya provinsi NTT dan kota Kupang......Tuhan yg Maha Kuasa memberkati dan melindungi.... Aamiin..🙏🙏🙏❤️❤️❤️,positive
Aplikasi yg sangat membantu akses vaksinasi covid'19,positive
"Mantepp, mempermudah kami yg sudah vaksin, 😁",positive
Aplikasi x bgus n bermanfaat bg pengguna x menuju prjln hidup.agar hidp x ymn n dmai alie s peduli lindungi dr covid 19.kita ttp cuci tngn pake msker n jaga jark dsb.thanks......,positive
Sangga baik terimakasih,positive
Sangat membantu sekali,positive
𝙰𝚙𝚔 𝚒𝚗𝚒 𝚜𝚊𝚗𝚐𝚊𝚝 𝚋𝚎𝚛𝚖𝚊𝚗𝚏𝚊𝚊𝚝 𝚜𝚔𝚕𝚒.,positive
Sangat membantu saat penerbangan,positive
"Alhamdulillah biar gak dapat sertifikat resmi dari pedulilindungi masalah vaksin covid, tetap berusaha jntuk bisa di akui pemerintah",positive
Luar biasa aplikasi nya sangat bagus,positive
Yang gk donlod rugi..,positive
"Aplikasi kasih nya sangat berguna banget,,,,,,,,,,, segera cobain ya,,,,,,,,",positive
Semoga sesuai harapan...!!!!,positive
Masuk TBM memakai aplikasi ini dan sukses...,positive
Apk sangat membantu,positive
Sangat membantu sekali..,positive
Mantab & Sangat Membantu,positive
"sangat memudahkan jika ingin melihat sertifikat vaksin dan keluar masuk mall cuma banyak kelalaian pegawai dalam mencetak sertifikat vaksin, seperti nama dan nik tidak sesuai atau nik dan nama tertukar dengan punya orang lain kadang juga sudah bertanya ke pada operator kedinasan juga tidak memberi solusi jadi harus di urus sendiri. tolong diperbaiki kelalaian pegawainya",positive
cukup membantu kelancaran dalam perjalanan,positive
Luar biasa ...mudahan lancar,positive
"Sangat bagus apl ini, sangat membantu untuk bisa tau tentang vaksin",positive
Aplikasi nya Sangat bagus... Terimakasih..,positive
"Sangat membantu, salam sehat",positive
Aplikasi ini sangat berguna,positive
Lumayan lah bisa masuk mall lagi,positive
"Saya Update Vaksin ke 2 Har ini Done.Appnya Sempurna.Terima Kasih. Yg mengeluh App ini. Koreksi Kembali Datanya,Koreksi Kembali Update Hp Dan Appnya.Kalau App Ini juga tidak bisa atau kurang memuaskan.Anda Tidak Bersyukur Akan Adanya Aplikasi Ini,Sekali Lagi Terima Kasih Dokter",positive
"bagus ,ok maju trus",positive
"Aplikasi membantu untuk aktifitas ,pedulilindungi baik kita semua",positive
Sangat baik sekali,positive
Terima kasih banyak kepada pak Jokowi dan semua pihak yang telah terlibat langsung dan tidak langsung dalam proses vaksin ini. Tetap semangat melayani dengan hati 🙏🙏🙏,positive
Pelayanan sertifikat vaksin sangat tanggap.,positive
Sangat membantu sekali,positive
Cepat dan tanggap dalam menindaklanjuti masalah kita. Salam sehat,positive
Menurut pengalaman yang saya punya Peduli lindungi sangat berguna dan bermanfaat saya suka,positive
"Sangat membantu dalam informasi dalam hal vaksi nasi dan swep beserta informasi tentang covid 19 ,terimaskis",positive
Mantap kalo begitu,positive
Apknya lumayan bagus!!!,positive
Jangan ragu download sekarang,positive
Sangat membantu.... 🙏 Thx,positive
Sangat membantu saya dalam beraktifitas,positive
Yg sudah faksin ke dua tapi strtivikat belum muncul tunggu aja 2 - 3 hari biasanya belum di kirim dari pihak nakes kalau belum muncul bisa chat WhatsApp yg tersedia di peduli lindungi atau lewat email 👍 semoga membantu😁,positive
Bagus aplikasinya sangat membantu,positive
Bagus sagat membantu .memudahkan dalam mencari berita seputar vaksin.,positive
Aplikasi sangat m Mmbantu,positive
Aflikasi nya bagus aku suka ☺️,positive
Oke mntap lnjut trussss...covid ...kita gk prnh takut..yg takut blm byr utang..covidd. .kita ud vaksinn..jadi kita kebal dri virudsss,positive
Bagus sekali aplikasi ini,positive
"Trimakasih,,sudah membuat nyaman masyarakat indonesia.",positive
Memutuskan rantai pandemi covid-19 Sesuai program pemerintah...dan sesuai prokes..,positive
Lebih paham tentang covid 19 dan upaya pencegahannya,positive
"Ini memang diperlukan agar masyarakat umum mau di vaksinasi hingga mencapai target. Banyak alasan bila mau di vaksin dan banyak diantara masyarakat umum yang ditakut-takuti bila mau di vaksin. Tolong kalau bikin program yang betul ya... Masak mau ""Check-in"" di mall selalu minta ijin kamera on ya...",positive
Jgn lupa untuk mengambil starpikat paksin teman2,positive
Ok mantap membantu sekali,positive
"Sangat"" membantu kami",positive
Sudah bagus saat ini,positive
Sangat Bergunadan Bermanpaat Yang rimakasih,positive
Bagus sekali memuaskan mantap betul,positive
Apakah sudah di upgrade,positive
"Aplikasinya sangat membantu jadi tau kapan dan di mana kita akan dan sudah di vaksin, satu aja untuk masukin tanggal lahirnya yg masih ribet tolong di permudah lagi makasih",positive
baik bagus cepat lancar aplilasinya,positive
"Aplikasi saya sudah bisa lagi digunain, Trimakasih sudah respon😇.",positive
Aplikasi ini sangat membantuuuu sekali karena sya khawatir jika surat vaksin hilang saya tidak dapat menunjukan surat vaksin dan tidak dapat pergi ternyata di aplikasi ini kita dapat melihat keterangan vaksin kita aplikasi ini sangat membantuuuu terima kasih untuk devolpernya semoga tambah bermanfaat bagi Indonesia,positive
"Mantap, lanjutkan",positive
Terimaksih peduliLindungi...aplikasi ini sangat membantu bagi yg belum mendapatkan sertifikat vaksin..salam dari PT TORGANDA afd VII RIAU,positive
Terimakasih pemerintah tlah mbuat apk ini,positive
Bagus si bagus tapi saya mau masuk ke aplikasinya kok saya enggak di tanya umur nya,positive
Skr aku dah bisa buka aplikasi makasih ya,positive
"Aplikasi ini sangat bagus dan sangat membantu,namun ibu saya sudah faksin tetapi kenapa sertifikat nya tidak keluar y pah dahal sudah masukkan tgl dan lain lain tapi kenapa tidaj bisa y. MOHON BANTUAN NYA YA DAN UNTUK PENCIP TANYA TRIMAKASIH KARNA INI SANGAT BERMANFAAT BAGI WARGA. TRIMAKSAIH SEKALI LAGI😊",positive
Lebih merasa aman,positive
