,stopword,sentiment
1729,masukin mamak ko susah ya,negative
1730,ka blokir orang pakai no nik vaksin,negative
1731,sulit rakyat babi sertifikat ngak muncul bkannya mudah sulit nih aplikasi,negative
1732,sertifikat vaksin susaaah bgt verifikasi ga siapini aplikasi bener nyusahin,negative
1733,aplikasi suka gk buka tolong kait rawat program nya pasuk,negative
1734,recaptha gk abis abis aplikasi tololll,negative
1735,handpone gak jalan pdhl lg registrasi tolong lg keluh goggel servis,negative
1736,status merah vaksin kali salah server mohon,negative
1737,aplikasi ngak susah pencet masuk tgl lahir bagus,negative
1738,vaksin cek aplikasi warna merah komplain cs,negative
1739,ga login lagiparah bet kalo apl nya bapuk login ga,negative
1740,ngga bantu android jadul yg bantu orang,negative
1741,sertifikat akses aplikasi sdh cantum no hp yg solusi sertifikat vaksin muncul,negative
1742,ga tau lh y jaring lot gmn loading nya bner,negative
1743,terima sertifikat vaksin laku ubah profil kalidan donwload nya bilang kalo laku ubah kalikecewa banget si pastonya parah si masak sertifikat main,negative
1744,sy sdh menginstal aplikasi sy verifikasi sertifikat vaksin sy yg aplikasi crash mohon baharu sy sdh hapus instal ulang,negative
1745,halo kak gk dapet kode verifikasi sms daftar aplikasi pedulilindungi ya,negative
1746,utk android,negative
1747,sertifikat kagak muncul,negative
1748,pilih tanggal lahir ngk ketikmerugikan,negative
1749,gimana mo maju anjir aplikasi kayak ga niat parah banget pajak orangorang dibayarin bom bikin aplikasi rada bagus gitu,negative
1750,aplikasi scroll login dampak login peduli lindung tolong cepat,negative
1751,aplikasi dah captcha muluu gk cek sertivikat vaksin gk tau gakk,negative
1752,vaksin kali uda sertivikat vaksin muncul mereset hp bolak cler data pedulindungi tetep aja engga muncul tolong,negative
1753,bikin aplikasi cacat bgt ahloading sertifikat vaksin aja gak buka buka cuih,negative
1754,chatbot sertifikat vaksin barusan masuk wa,negative
1755,sertifikat vaksin ko ngilang ya pas vaksin muncul sertifikat nya pas cek gak aman gak sih aplkasi nya,negative
1756,udah vaksin dosis daftar,negative
1757,maki susah download sertifikat ajh sulit udah aja error,negative
1758,buruk aplikasi nya ajar,negative
1759,respon database kemenkes vaksin aplikasi gk update,negative
1760,ngotak ngatik peduli lindongi kode otp kaga muncul muncul expired taik program perintah server ko dai,negative
1761,aplikasi sampah gua udah vaksin tandah merah udah isi lengkap profil,negative
1762,ga masuk aplikasi pedulilindungi ga klik daptar masuk aplikasi,negative
1763,sertifikat vaksin kunci didownload masuk nik pengaruh apaapa,negative
1764,susah kali lihat sertifikat vaksin huh,negative
1765,ya log in ulang terusbaru log in log in,negative
1766,cek sertivikat psti ga muncul tolong lg apk ny,negative
1767,klo aplikasi bantu kemenkes jgan ribet xmasarakat yg udh vaksin aja blm kartu vaksin ya,negative
1768,aplikasi gak diupdate gak buka,negative
1769,captha salah fitur robot susah sertifikat vaksin,negative
1770,apk sih bug,negative
1771,captcha salah gambar,negative
1772,instal gak masuk aplikasi,negative
1773,oppo a ram gb force close klik tombol lihat sertifikat profil,negative
1774,memuaskansaya vaksin gak munculsertifikat nya mohon bantu,negative
1775,kali vaksin aplikasi gak sertifikat keslhan nik emang nik,negative
1776,pindah akun rumit,negative
1777,yaelah update nambah bagus nambah burukmau ngecek sertifikat aja susah captcha segaladisaat captcha nya bener bilang captcha salah benerin sistem,negative
1778,akses nya,negative
1779,fitur aplikasi daftar vaksin aplikasi pergi vaksin scan barkot sertifikat nya tdk muncul kartu daftar harap fitur hapus daftar vaksin aplikasi tanggal sdh,negative
1780,udah daftar vaksin online alamat vaksin kemaren acara vaksin aneh nya aplikasi tolong bikin aplikasi tu,negative
1781,vaksin cek laku kirim email direspon gimana,negative
1782,msa udh vaksin ga kluar sertifikat status mwrah gmna sih,negative
1783,sulit sertifikat vaksin muncul aplikasi tibatiba aplikasi,negative
1784,udah vaksin status nya merah aneh,negative
1785,daftar aj mati ga masuk aplikasi payah,negative
1786,daftar aj mati ga masuk aplikasi payah,negative
1787,rumit,negative
1788,bego gak setel lahir wkwkwk klaim sertifikat susah,negative
1789,knpa aplikasi peduli lindung g bs buka g bs liat dt sy tolong cerah hrs gmn sy udah paksin cm sms aja,negative
1790,vaksin sertifikat nya muncul web apk gimana,negative
1791,mohon d udh kali vaksin knpa sertifikat gagal data,negative
1792,aplikasi cek sertifikat vaksin,negative
1793,pilih tgl lahir krg praktis bikin capeksertifikat yg srg hilang,negative
1794,klaim sertifikat vaksin salah data yg captcha nya gila coba verifikasi gak klaim data gak sesuai vaksin udah minggu tolong solusi akses aplikaai database isi selesai vaksin langsung laku on the spot tugas vaksin pasien aplikasi pedulilindungi versi admin vaksin data gak cur,negative
1795,engga daftar vaksin,negative
1796,moga up coment developer aplikasi re captcha ber ulang  kali ulang karna jawabanpilihan salah mohon tindak meng klaim sertifikat vaksin,negative
1797,dahh update kali sertifikat vaksin ku ga udah vaksin tolong apk peduli lindung sulit kayak gin moga kerja ku i bintang,negative
1798,ga cetak sertifikat,negative
1799,jeleksertifikat tp klaim ribet banget,negative
1800,buka muncul kalimat alokasi,negative
1801,aneh ngeheng gabisa buka,negative
1802,ko masuk nomer hp tp ttep gabisa ya,negative
1803,nik sertifikat salah udah lapor via email telepon call center lempar ga akses transportasi,negative
1804,tolong bis ganti yg lahir nya ketik cape ultah nenek sy,negative
1805,gimana nih min sy sdh vaksin tpi tdk masuk data aplikasi vaksin offline karna ganggu telkom sepapua bln mei gimana solusi data sertifikas vaksin sy bsa lihat aplikasi tks salam,negative
1806,vaksin kalikenapa terdaftarsiapa salah tugas aplikasi salah,negative
1807,super jelek sulit rakyat,negative
1808,koq ngak buka nilai,negative
1809,jelek isi identitas tanggal lahir,negative
1810,ya kog sertifikat vaksin gak muncul suruh ngisi data gambar mobil gambar zebra cross gak banget sih,negative
1811,tolong aplikasi inigak sulit masyarakat lahmalah pake capcha capcha taik gak,negative
1812,daftar vaksin pake aplikasi ga tap habis buka web pedulilindungiid ga tap muncul tulis silah coba besok besok coba lgi tulis nik daftar klo ribet gin mending ga ush vucksinasi,negative
1813,sertifikat vaksin muncul daftar vaksin wk,negative
1814,sulit habis ulang ulangbertanya nanya,negative
1815,kenpa tiab tampil sertifikat vaksin aplikasi henti auto yaaa padahl vaksin kali nyavaksin tertundaa,negative
1816,aplikasi buka vaksin kali kali aplikasi ganti buka aplikasi bilang henti buka lihat data buka aplikasi unduh henti,negative
1817,sertifikat vaksin gak ganti orang wa layan ngelag klo gak niat bikin aplikasi gak bikin ribet rakyat,negative
1818,kartu sertifikat vaksin blm vaksin kali,negative
1819,tanggung sertifikat vaksinasi vaksin nih vaksin tahap laku sertifikat kah vaksin kali peduli lindung tera laku vaksinasi tolong bantu pakbuk tanggung butuh sertifikat kerja suruh perintah sulit tolong,negative
1820,ngisi lahir g mwtrs uninstal karna trstrs download pas mw masuk akun g mlahan lagiini gimana si wehgimanabntr lgi gw mw sklh loh wehtolong peduli lindung,negative
1821,aplikasi gk dbuka,negative
1822,hasil vakcin payah,negative
1823,aplikasi kalo buka henti,negative
1824,tolong verifikasi gambar captcha nya sulit pilih gambargambarnya coba login berkalikali gagal login kali gagal suruh login besok bodoh aplikasi bodoh,negative
1825,terima kode aktifasi daftar no hp email coba puluh kali,negative
1826,status vaksin merahsaya melaportp solusi hasil,negative
1827,apk pake gak peke kouta gak sampe kouta habis,negative
1828,daftar ga masuk yano hp udh,negative
1829,keluarga vaksin sertifikat vaksin banget aplikasi gak,negative
1830,sertifikat bs lihat aplikasi jelek gak,negative
1831,aplikasi gak pake eror aplikasi nya mohon aplikasi nya biar gk eror,negative
1832,udah masukin nik nama nik temu tp gk bs pencet tombol utk formulir soalny daftar tp daftar tiket peduli lindung aplikasi peduli lindung dr sy coba gk bs daftar,negative
1833,unistal aja malas cari tanggal lahir banget,negative
1834,jelek apk ny renti ga pakek,negative
1835,tolong solusi sya buka aplikasi scan qr ga buka tuju syarat sja ga dah klik stujutpi ga kbuka jg,negative
1836,payah vaksin tpi ga ad hasil sertifikasia ga ad adu,negative
1837,apk cocok,negative
1838,apk jelek yg,negative
1839,aplikasi cek vaksin aplikasi namatin captcha,negative
1840,sertivikat vaksin bilang nik terdapter udah ulang kali kali udah hubung email peduli lindung peduli lindung,negative
1841,masuk aplikasi ga dipake si tulis aplikasi dah henti daftar akun aja apain,negative
1842,aplikasi sampah ga klaim sertifikat vaksin aja susah bener bikin rumit masyarakat aja,negative
1843,update ko ga buka yahgimana,negative
1844,vaksin kolom status vaksin tulis vaksin centang hijau aneh kolom sertifikat ngak sertifikat nih aplikasisepertinya,negative
1845,isi tanggal lahir,negative
1846,sertifikat vaksin udah kali masuk,negative
1847,aplikasi nya gak,negative
1848,gak masuk lokasi deteksi mulu gak pake lokasi nama masuk web kocak bikin apk kalo web gak scan,negative
1849,sertifikat vaksin udah vaksin d aplikasi terang udah vaksin udah data sesuai ektptapi terang sertifikat vaksinperiksa data sesuai d aplikasi emang data beda terang udah vaksin eror nggak sesuai data coba hubungin email nggak aplikasi d tulis hubung menteri coba wa nggak,negative
1850,kesel ga make aplikasi iya,negative
1851,scan error,negative
1852,,negative
1853,aplikasi gajelas bikin gua emosi kirim otp nomor yg tuju nyata kirim gmail captcha yg ribet udh udh bener disalahin,negative
1854,ganti hp pas login gak bsa nomor hp email yg isi nomor tulis not found isi email tulis silah periksa email login gak bsa klo kritik cuman bilang maaf,negative
1855,udah vaksin k tanggal september sertifikat d kasih licin,negative
1856,sertifikat ga vaksin kali,negative
1857,aplikasi ngga,negative
1858,mohon maaf apk ga log in ya tampil nya negara centang sya tuju tolong arah uka tampil menu nya,negative
1859,sertifikat vaksin muncul download yg gabisa masuk mall ngescan barcode,negative
1860,muncul surat setrifak vaksin,negative
1861,aplikasi sampah ngak bikin program profesional anak tk ajar bahasa pemograman input tanggal lahir pisah pisah form tanggal lahir orang bodoh program bikin program bayar negara kerja sembaranganbayangkan lahir januari alangkah ribetnya kimput data klim sertifikat vaksin tele tele,negative
1862,errornya,negative
1863,sumpah gk kasar nyata bego tolol idiot  vaksin verivikasi tokai dah ngulang  sampe angus bekal  kode otp robot gak ya ampun gk vaksin aplikasi nya gk  lawan takut vaksin gk,negative
1864,knapa kasih bintang ngecek sertifikat vaksin dosis gk mlah suruh klaim sertifikat suruh ngisi data isi tpi klaim muncul bus dah lampu lintas dll tolong aplikasi,negative
1865,download lg gk masuk akunpadahal udah akuntolong minadmin,negative
1866,hey apk fungsi aneh masuk aja susah udah kode verifikasi tap gada gimana masuk,negative
1867,daftarr vaksin nya nik daftar laku vaksin pertamaakhirny laku daftar vaksin nik daftar puskesmas kota,negative
1868,aplikasi asam timbang mudah cth nya tanggal lahir scroll habis,negative
1869,aplikasi oon ngisi tanggal lahir aja susah bener masukin nama nik balas sesuai dgn ktp gilir masuk nik nya nyata daftar kali vaksin status bener nyata kali vaksin sertifikat vaksin nyata milik sertifikat vaksin dah aja status helowww waras ga nih yg ngewajibkan aplikasi bobrok kaya gin,negative
1870,aplikasi orang jujur aplikasi inimasih bug sperti saag login hp menegetik nomor telfon koneksi eror dll tolong ldbih nyaman,negative
1871,nik bener susuai ktp pas lihat nama nama,negative
1872,lihat sertifikat vaksin force close terushape gua a hape gua yg kentang aplikasi kacau,negative
1873,kosertifikat vaksin ga langsung lihatapa vaksin puskesmas suami selesai vaksin dr vaksinsertifikat aplikasi ayo aplikasi program perintah kaya gin ,negative
1874,aplikasi paksa nih,negative
1875,ya gin kalo kerja aplikasi magang bug buka d biarin aja,negative
1876,app soak masak nik daftar kartu app ttp warna merah,negative
1877,parah location error on off gps sesi habis telat masuk kantor coba restart hp install ulang aplikasi kasih kecuali pakai sertifikasi vaksin aja nyaman masuk alami tanggap developer default mohon maaf melulu ga updatesolusi bosan lihat update alami nyata pas masuk gedung pagi bolak scan gagal login ulang,negative
1878,sertipikat bom kluar kluar udah kmaren pksin cok,negative
1879,kerja aplikasi buruk,negative
1880,d versi hp sya acer z gak bs loginstlah tuju xxx gak pilihand scroll jg gak font jg hasil sj mohon d dear team terima kasih sdh d perbaikid android layar kecilsdh bs d pakai,negative
1881,aplikasi gak sihmasak ceckout,negative
1882,pakai nya susah ganti nama sertifikat input nulisnya salah ulang kali verifikasi kode nya jam kecewa si layan sertifikat hilang,negative
1883,udah vaksin minggu blm dapet sertifikat nya aneh banget,negative
1884,vaksin ko gak otomatis simpan yah sertipikat vaksin nya,negative
1885,ga scan gagal,negative
1886,udah x hapus download habis diupdate jelek nih aplikasi,negative
1887,bantu susah email susah aplikasi bantu susah,negative
1888,verifikasi vaksin error data peduli lindung aja gak kalo verifikasi vaksin error mending dibenerin dah data base nya biar lancar verifikasi nya,negative
1889,nambah sertifikat vaksin gk bsasedkit kcwa,negative
1890,buruk vaksin dosis status muncul,negative
1891,aplikasi pake bhs inggris isi,negative
1892,ribet auntentikasinya sudh pencet sesuai dgn yg ehhh ujung salah,negative
1893,gk bsa dbuka anjg apknya klau gk bsa dbuka,negative
1894,bintang duluh cek sertifikat vaksin muncul,negative
1895,sertifikat vaksin vaksin cepat diupdate pergi urus buruk kerja aplikasi,negative
1896,aplikasi habisin dana negara m forceclose handle bug masak aplikasi yg rakyat indonesia applikasi yg startup,negative
1897,lahir ketik sampe,negative
1898,aplikasi cacat download sisa memory mb gabsa,negative
1899,membentu jelek,negative
1900,sempurna apk nya error kdang sertifikasi vaksin nya ga liat dsb burukk butuh,negative
1901,burukgak manfaat nya,negative
1902,aplikasi peduli lindung kadang ngak scan ya,negative
1903,perintah ngak benernya ngak struktur,negative
1904,mohon maaf ga buka klo buka kelur,negative
1905,gk vaksin tgl sertifikat gk kalo korupsi gitu bos butuh kartu vaksin data vaksin infut vaksin kemaren,negative
1906,buruk mudah eror apk yg bekerjasama perintah sedih,negative
1907,tolong sistem informasi aplikasi nya benerin pakbuk vaksin aplikasi tera vaksin sertifikat vaksin nya tolong aplikasi nya pakbuk,negative
1908,vaksin aplikasi pedulilindungi terdaftarsangat kecewa,negative
1909,laku vaksin x status vaksin warna barcode merah laku vaksinasi x vaksin mohon croscek aplikasi mudah masyarakat,negative
1910,aplikasi tolol sertifikat gk cuk,negative
1911,kompatibel layar hp inch,negative
1912,update gak lihat sertivikat vaksin gak,negative
1913,susah mendownlod sertifikat,negative
1914,masuk mall muncul error check out mall gak kalo gak check out jam check in tetep jalan riwayat ber jam jam mall gara gara gak check out jaring bagus lelet banget data lengkap hubung hasil test covid nya check out check in buah mall,negative
1915,gk masuk min,negative
1916,vaksin sertifikat vaksin kunjung muncul,negative
1917,tolong tolong tolong vaksin tpi koookk sertifikat,negative
1918,aplikasi masuk mati aplikasi yg bangga pilih bandara tlg morowali nama aplikasi bangga susah,negative
1919,tolong batu perbaikanya masuk mumcul pedulilindungi henti,negative
1920,download sertifikat vaksin eh aplikasi verifikasi captcha ulang x verifikasi,negative
1921,sertifikat vaksin kadang muncul kadang ngga udah gitu ga login stuck halaman aja pandu kasih,negative
1922,tolong lihat sertifikat gabisa mulu aja banget ni aplikasi   ,negative
1923,susah penguna negri,negative
1924,sertifikat vaksin klik isi klaim sertifikat hasil nihil alias zonk mohon klo bikin aplikasi cari ahli it yg mumpuni tdk kecewa rakyat,negative
1925,crash pas liat sertifikat vaksin,negative
1926,bintang aja tulis tanggal lahir klik mundur contoh desember lahir januari klik mundur sampek nemu ribet banget,negative
1927,vaksin nyetak warna merah mulu,negative
1928,tingkat aplikasi wajib orang akun log out gagal check in scan barcode kadang hasil scan gagal check in log out,negative
1929,gmn ya loginnya ga susah masuk kampus tolong benah cepat makasih,negative
1930,aplikasi login pilih menu warga negara indonesia masuk bijana syarat klik kotak centang opsi sdh hub via emal dm ig not responding,negative
1931,aplikasi gk scan qr code pagi,negative
1932,aplikasi ga d buka udh donlot x ga d buka,negative
1933,aplikasi tdk lengkap,negative
1934,nggak muncul hasil testnya,negative
1935,knp kode nya nggak muncul muncul ,negative
1936,aplikasi terkadang scan mall gak bisatolong benerin peduli lindung ,negative
1937,amplikasinya jelek error sharusnya klu ayom msarakat aplikasi d mudah masuk tgl lahir aja mundur banget kbayang klu lahir thn han  teing gel eta ramo jga error hrus blik lg blik lg jd males klu tda kprluan mending ga download susah mlawan pmerintah mah hese knapa ga bsa lompat tgl jd lbih mudah ga rbet mhon d mudah d,negative
1938,errortiba menu awalbikin kerumun aja masuk yg butuh aplikasi iniklo aplikasi dipake ya yg oke kwalitasnya   ,negative
1939,kak maaf sebelmunya aplikasi login tuju perayaratan scrol temu tombol submit mrneruakan mohon,negative
1940,susah login gagal sertifikat vaksinasi sedia vaksin dosis,negative
1941,berulangkali kerap alami lihat sertifikat vaksin buka tukar akun,negative
1942,install ngga buka udah centang tuju gana nih banget bus way,negative
1943,gak konek sulit koneksi,negative
1944,aplikasi nya forc close,negative
1945,tolong aplikasi nya dibenerin pas login ga susah,negative
1946,tolong udah email peduli lindung sertifikat vaksin haduh bingung banget udah ngga bingung tolong bantu sertifikat vaksin,negative
1947,pas laku tuju hp samsung j tombol tuju nya ga keliatanalias ga pencet jd ga masuk langkah solusi kecilin huruf nya biar muat jd mencet tombol tuju,negative
1948,pikir yg ribet gegara aplikasi nyata,negative
1949,atur mohon efektif ketik langsung muncul gitu lahh,negative
1950,fungsi tolong lihat sertifikat sll suruh masuk nik periksa masuk nik tp ttp tdk hasil ga,negative
1951,mohon aplikasi download sertifikat vaksin loding ga nampil tu sertifikat uah pake data selular wifi buka aplikasi lancan  aja terima kasih,negative
1952,kali kali masuk ga muncul tulis perangkat temu lokasi suruh matiin lokasi hidup tetep aja ga buka gimana yah lindung repot,negative
1953,udah selesai vaksi sertifikat nya gak muncul,negative
1954,aplikasi nya bagus eror,negative
1955,ga daftar akun gimana yah min stop syarat ga gerak,negative
1956,upgrade ga cek sertifikat vaksin ya untung pakai checkin bagus versi,negative
1957,masuk google login ko gitu yah,negative
1958,kug aplikasi gk buka,negative
1959,kk aplk pedulilindungi gk ngirim kode verifikasi ,negative
1960,aplikasi update buka centang tuju discroll moga selesai terima kasih,negative
1961,amplikasi gmana gak buka cma muncul bahasa negaragmna masuk akun scan barkot,negative
1962,ga buka bos q suruh ngapain download aplikasi,negative
1963,knp ngga masuk format tgl lahir,negative
1964,masuk karran tombol stujunya adapiye kie,negative
1965,pas update susah login,negative
1966,dah download yaa tetep halaman dah download masuk no hp email,negative
1967,aplikasi susah sekli,negative
1968,instal applikasi henti contreng tuju syarat,negative
1969,tera tulis vaksin tpi lihat kartu vaksin nya tulis milik sertifikat vaksin pdhl vaksin tdk klik,negative
1970,update memori penuh,negative
1971,gak masuk aplikasi,negative
1972,ko sertifikat nya ga ya apk,negative
1973,vaksin yg data isi sertifikat vaksin aplikasi bingung,negative
1974,udah log in log out pas log in warga negaraterus tuju syrat privasi selanjutnyacuma mentok situ doang ga lagitolong info,negative
1975,register dr kemaren koq ga ya aplikasi nya error aplikasi,negative
1976,tidsk bagus vaksin x sertivikat muncul bulak instal pedulilindungi berhadil mohon mudah trimakasih,negative
1977,paham dgn aplikasi,negative
1978,donload sertifikat valsin,negative
1979,jdi ga log inmakin buruk sulit masuk krja krn klik peduli lindung tdk buka cm centrang tuju dgn syarat tdk geser tolong benahin lgi sistem nya dgn bnr,negative
1980,sayang setifikat vaksin tdk akses utk pergi scan tp kartu vaksin nga   ,negative
1981,ngecek login aja repot ngak buka hlmn syarat mbok yao bikin apk yg mudah akses udah kerja ama dinas kait mohon maaf uninstal aja apk nunggu info,negative
1982,mf gim nih aplikasiya ko ga buka macet tolong d ga gun,negative
1983,amplikasi tanggung gak si bukak gk tp suruh downlod kecewa,negative
1984,update aplikasi susah utk check in hasil check in check out,negative
1985,terkadang pasang dihape pilih muncul pilih warga negara indo asing solusi rubah ukur huruf font disettingan hape antarmuka opsi tombol tuju opsi centang lihat utk developer aplikasi perhati ukur huruf daat baca layar thx,negative
1986,buka,negative
1987,lihat hasil tes pcr ngga kasih masuk nik lengkap,negative
1988,pedulilindungi deteksi ponsel dijailbreakroot ponsel rentan hadap ganggu aman akses pedulilindungi alas aman saran pedulilindungi ponsel,negative
1989,hp samsung j ace daftar aplikasi layar hp klik negara indonesia klik aplikasi scrool utuk klik halaman tolong baharu aplikasi hp android terima kasih,negative
1990,apk nya gak buka gimana sih,negative
1991,aplikasi hp ram ngebug,negative
1992,susah daftarmentok pilih warga negara,negative
1993,force close kalo ngisi tanggal berangkat bikin ehac restart hp relog reinstall tolong solusi besok berangkat,negative
1994,aplikasi buka,negative
1995,dapet sertipikat y gi manq gak klik y pas isi sertipikat,negative
1996,scan nya susah scan kali kali gagal,negative
1997,scan qcode radius sihh gak,negative
1998,maaf faksin ngisi nik salah angka benerin kali aja g pemberitahuan vaksin gmn yah download udah bln tp ganti tetep g,negative
1999,download aplikasi masuk nomor vaksin sms yg masuk hp sayasaya ajar milik ktp nik yg masuk terbacamohon solusi  ,negative
2000,nama sertifikat vaksin vaksin kali,negative
2001,buka aplikasi pedulilindungi ya,negative
2002,setting tanggal lahir banget coy ga pilih,negative
2003,layar sesuain ukur hp nya astaga g login gimana sih,negative
2004,yaah suruh vaksin dwnld apk biar lakudapet duit dah rusak rusaaak mafia,negative
2005,buka,negative
2006,aplikasi hapus sya download lg buka pilih kewarganegaraan centang tuju trs ga bs lg tlg lg jenis tipe android hp krn blm org hp android versi trmksh,negative
2007,udah vaksin gak sertifikat nya gimana tolong,negative
2008,ijin ko nama salah yah,negative
2009,sih kagak didonload scan qr pusing banget,negative
2010,tolong benah lgmasak kalah sm negara tetangga malaysiayg simpel apliksiny smua ter update dng cepat klu laku pcrdan klu pergi kmana tinggal scan barcode slesai,negative
2011,sertifkat vaksin sedia kalo log in web sertifikat pergi pesawat bilang vaksin terang vaksin gimana sih developer kbykn korup gimana,negative
2012,sertifikat nya g trus pake scan barcode g,negative
2013,sertifikat muncul vaksin kali,negative
2014,mentok syarat d d centang,negative
2015,gx buka,negative
2016,scan qr gak bisaminta lokasi udah on lokasi udah install ulang tetep gak,negative
2017,gak masuk sampe bijak,negative
2018,masuk data vaksin,negative
2019,aplikasi orangdan aplikasi orang lebihsoal nya hp,negative
2020,masuk apl henti warga negara indonesiawarga negara asing,negative
2021,tolong sertifikat knp liat gak padhal nik sesuai tolong,negative
2022,udah download hapus kali tp masuk aplikasi centang discrol hp samsung j mohon ,negative
2023,buka,negative
2024,pas update parah login ga tombol login mentok tuju apk,negative
2025,cek kartu vaksin lindung,negative
2026,hp ukur masuk pedulilindungi tombol i agree muncul layar tombol nyata tuju developer tolong sesuai aplikasi layar ukur hp,negative
2027,setting tgl lahir nya ganti susah geser yg lahir nya an geser  praktis,negative
2028,selang menit check in check out,negative
2029,gk cek sertifikat lp,negative
2030,ko gak buka tulis akun kadaluarsa downlod ber kali kali tetep ulas yg akun kadaluarsa mesti kalo warga negara pake aplikasi pedulilindungi mudah masuk akun pedulilindungi sulit,negative
2031,ya masuk pedulilindungi lihat sertifikat vaksin nomer hp tulis user not found tulis sesuai tulis formulir daftar vaksin tolong,negative
2032,yg update sertifikat munculgiliran update muncul suruh vaksin lagikepalamu ituu,negative
2033,instal kali kota transportasi udara tdk coba ci mall co aplikasi tdk co coba ulang kali tdk coba uninstall coba install all hasil g masuk aplikasi pilih warga negara indonesia asing pilih wni centang tuju habis tdk lari aplikasi diam ,negative
2034,login mentok ceklist sk,negative
2035,ogin knpatolong bantumksih,negative
2036,ulang kali download kemarin kena riset hp gimana,negative
2037,menu,negative
2038,assalamualaikum wrwb keluh salah nomor hp isi formulir,negative
2039,saudara tanah air indonesia gak tolong ya kasik nya,negative
2040,hp opsi tuju daftar peduli lindung tuju syarat bijak privasi opsi tuju layar hp harap peduli lindung layar handphone    ,negative
2041,check in gagal,negative
2042,ribetdah aja,negative
2043,sdh vaksin indikator merahbelum vaksin esertifikat muncul solusi,negative
2044,buka sertifikat vaksinasi lupa nik mohon balas,negative
2045,ya sertifikat nya tgl lahir nya beda ktp tgl d sertifikat vaksin nya tgl tlong d bnerin,negative
2046,resolusi tampil tolong sesuai spek hp android kendala hp resolusi rendah masyarakat milik hp standar minimum resolusi,negative
2047,surat terang vaksin suami gabisa buka vaksin loh,negative
2048,knp sih klo masuk nnti pedulilindungi henti trs pas udh msk susah scannya cantumin tgl lahir pedahal udh cmn gk bsa d masukin gmna respon,negative
2049,update versi ga scan qr code gimana nih,negative
2050,mentok logo pls g buka pdhl buka apk pake jaring yg,negative
2051,vaksin sertifikat bom aplikasi dukung hapus hubung tpi error,negative
2052,stelh update aplikasi mala sertifikat vaksin g kluar,negative
2053,sedih vaksin dosis yg muncul peduli lindung vaksin dosis udah hubung data diinput selenggara vaksin udah kirim email kena nama data yg bom ken pulkam kaya sulit,negative
2054,diupdate pake layar aja gilir layar ukur tampil orang indonesia hape nya layar ga orang beli hp sesuai layar,negative
2055,tahap daftar tahap fungsi,negative
2056,aplikasi henti bolak instal ulang daftar masuk data ya,negative
2057,bosmasa klik tuju tutup layarsbelum baharu maksimal jngan publis kasi orang pakai aplikasi ga pakaiseluruh indonesia butuh aplikasi initolong kasih yg aplikasi nyajngan orang ribet gara aplikasi nya ga pakaitrimakasih,negative
2058,hp yg yg inci gk mencet tombol tuju font udh dikecilin tetep gak bissa,negative
2059,min gmn ya ayah udah vaksin tahap tgl bareng apk sertifikat nya cuman riwayat vaksin nya doang dapet sertifikat nya tolong min gmn banget pergi,negative
2060,maaf masuk akun kode verifikasi ya min,negative
2061,terima kasih respon pesan respon balesan pedulilindungi pakai font aplikasi pedulilindungi tombol setujusaya erti tombol muncul ukur height handphone mm harap aplikasi pedulilindungi meningkatkanperbarui perfoma pedulilungi perhati height responsive mobile terima kasih respon pesan,negative
2062,vaksin tpi sertipikat nya gak muncul,negative
2063,habis upgrade tdk bs flight,negative
2064,aneh stuck syarat bijak doang udh downloas cape habis hbisin kouta aja slnjutnya cranya gimana tlng solusi,negative
2065,menu daftar aplikasi ga bolak mulu,negative
2066,restar hpsaya dwonload aplikasi pedulilindungi susah login,negative
2067,tgl okt sd aplikasi tdk buka downloadapakah sistem blm jg hasil hebat jg ya,negative
2068,masuk aja ga bisasegera,negative
2069,mohon maaf developer apk buka apknya lihat sertifikat vaksin gk daftar udah vaksin dosis tolong developer nya diperbaikin gk sekolah garagara bug,negative
2070,kode otp engga masuk sms no cantum udah ulang kali kirim ulang lode otp tetep ga muncul,negative
2071,ribet banget ga daftar,negative
2072,kali klik sertifikat vaksin apk nya paksa ulang kali mohon,negative
2073,sertifikat sedia siipadahal laku vaksinasi sertifikat tersediapadahal temen sertifikatnyasaya kirim sms link pas dibukak tersediagimana sii tolong bantu terimakasih,negative
2074,pas buka sayang aplikasi pedililindungi henti ya,negative
2075,sertifikat ga muncul udh bener data ntah knp susah bgt pdhl udh x vaksin baca ulas trnyata yg ya yg kartu vaksin x,negative
2076,ora masyok pinginnya pake aplikasi biar cepet lelet,negative
2077,masuk ya menyutujui nya knp masuk knp tulisanuser not foundsaya tolong kecewa aplikasi,negative
2078,kali buka sertifikat vaksin,negative
2079,aplikasi peduli lindung hapus download ga log in stuck syarat mohon bantu,negative
2080,vaksin sertifikat nya,negative
2081,aplikasi ny jelek gk puas gk cek sertifikad vaksin,negative
2082,kasih smntra nya lihat sertivikat ngk masak muncul suruh lengkap data pdhl udh lengkap ttp gk,negative
2083,ganggu mulu nih apk udah tau kudu pakek ginian mulu,negative
2084,lihat halaman sertifikat faksin nya,negative
2085,informatif bingung,negative
2086,gimana daftar vaksin ya kokudah masukin nama kk ga,negative
2087,vaksin status pedulilindungi kuning sertifikat vaksin data salah hubung pdhl vaksin nya,negative
2088,vaksin tahap tanggal samapi sertifikat vaksin vaksin tahap,negative
2089,tolong bantu sertifikat vaksin istri hapus tolong timbul nama anita sari,negative
